DAUID,DA_address,Target_name,Target_address,Distance (km)
59170286,"1038 Harling Ln, Victoria, BC V8V 3T6",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.61
59170287,"419 Chester Ave, Victoria, BC V8V 4B9",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.65
59170288,"1255 Oscar St, Victoria, BC V8V 2X6",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.75
59170288,"354 Chester Ave, Victoria, BC V8V 4B6",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.76
59170289,"535 Su'it St, Victoria, BC V8V 4C3",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.41
59170290,"1017 Oliphant Ave, Victoria, BC V8V 2T9",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.97
59170290,"1147 Oxford St, Victoria, BC V8V 2V2",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.95
59170291,"1236 Chapman St, Victoria, BC V8V 2T8",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.0
59170291,"135 Howe St, Victoria, BC V8V 4K5",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.24
59170292,"1125 Faithful St, Victoria, BC V8V 2R5",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.37
59170292,"127 Cambridge St, Victoria, BC V8V 4B1",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.24
59170292,"45 Cambridge St, Victoria, BC V8V 4A7",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.47
59170293,"19 Marlborough St, Victoria, BC V8V 4A5",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.53
59170293,"41 Wellington Ave, Victoria, BC V8V 4H5",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.51
59170294,"1321 George St, Victoria, BC V8S 1A8",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.54
59170294,"188 Bushby St, Victoria, BC V8S 1B6",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.28
59170295,"1025 Sutlej St, Victoria, BC V8V 2V9",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",3.9
59170295,"216 Vancouver St, Victoria, BC V8V 3S8",Cedar Hill Golf Course,"1400 Derby Rd, Saanich Core, BC V8P 1T1",4.05
59170296,"235 St Andrews St, Victoria, BC V8V 2N1",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.68
59170296,"620 Avalon Rd, Victoria, BC V8V 1N7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.54
59170297,"427 Government St, Victoria, BC V8V 2L4",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.42
59170298,"425 Quebec St, Victoria, BC V8V 1W7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",2.9
59170298,"431 Powell St, Victoria, BC V8V 2J3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.33
59170298,"617 Government St, Victoria, BC V8V 1X6",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.22
59170299,"215 Government St, Victoria, BC V8V 2K8",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.21
59170299,"575 Marifield Ave, Victoria, BC V8V 1N3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.49
59170300,"136 S Turner St, Victoria, BC V8V 2J8",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.53
59170301,"540 Rithet St, Victoria, BC V8V 1E2",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.54
59170302,"40 Government St, Victoria, BC V8V 2K3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.21
59170302,"548 Dallas Rd, Victoria, BC V8V 1B3",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.63
59170303,"416 Luxton Ave, Victoria, BC V8V 1C9",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.28
59170304,"132 Menzies St, Victoria, BC V8V 2G5",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.28
59170305,"345 St James St, Victoria, BC V8V 1J7",Gorge Vale Golf Club,"1005 Craigflower Rd, Victoria, BC V9A 1Z7",3.08
